,band,count,flag
13029,ADDITATORS,3.0,
13030,The Jikens,3.0,
13031,A Different Light,3.0,
13032,RED BRICK,3.0,
13033,THE FRANKNER,3.0,
13034,橋本孝志 with Dots Dash & Rico,3.0,
13035,traffic light,3.0,
13036,MeriseS,3.0,
13037,GoodMorningMom,3.0,
13038,ろっそ,3.0,
13039,里アンナ,3.0,
13040,SANABAGUN.,3.0,
13041,幸田尚子,3.0,
13042,リリーローズ,3.0,
13043,長島,3.0,
13044,Aphrodite,3.0,
13045,にゃそめろ,3.0,
13046,ナスノミツル,3.0,
13047,しまほっけハーフ,3.0,
13048,You Lay Orchestra,3.0,
13049,Cheap Chic,3.0,
13050,ヤマジカズヒデ,3.0,
13051,愛川あやの,3.0,
13052,pheno▼menon,3.0,
13053,ザ レジスタンス,3.0,
13054,∞hacchi∞,3.0,
13055,Furikake,3.0,
13056,キリサメ,3.0,
13057,brainjackが全国に配信する様々な「謎」を解いて,3.0,
13058,Fubars,3.0,
13059,SHENKY GUNS,3.0,
13060,MeteoroiD,3.0,
13061,THE BROKEN HEARTEDZ,3.0,
13062,リノ,3.0,
13063,ECD+イリシットツボイ,3.0,
13064,korahimi mary,3.0,
13065,ももいろクローバーZ,3.0,
13066,usual O.K,3.0,
13067,石川道久セッション,3.0,
13068,siki.,3.0,
13069,TEEN SPIRIT,3.0,
13070,Z-TAKE,3.0,
13071,RUTHLESS,3.0,
13072,オーサカ＝モノレール,3.0,
13073,malca,3.0,
13074,JUNK BAR,3.0,
13075,かりゆし58,3.0,
13076,TOKYO HEROES,3.0,
13077,LOWGAGE,3.0,
13078,TOKYO GUM,3.0,
13079,THE TWEEZERS,3.0,
13080,INGRY’S,3.0,
13081,Jin-Machine,3.0,
13082,ampli amente,3.0,
13083,Open18,3.0,
13084,ラヴァーフェニックス,3.0,
13085,AUTO-MOD,3.0,
13086,コンイベハウス,3.0,
13087,美甘子,3.0,
13088,SECRET BAND,3.0,
13089,poor vacation,3.0,
13090,EUPHRATES,3.0,
13091,彩音,3.0,
13092,=SPINES=,3.0,
13093,the Hedgehog,3.0,
13094,シガレットシーワズ,3.0,
13095,King&Country;,3.0,
13096,HOUND DOG,3.0,
13097,TRIBLOOD,3.0,
13098,グリコ,3.0,
13099,Atomic Stooges,3.0,
13100,FANTAGROUP,3.0,
13101,福井コウダイ,3.0,
13102,カナシバリ,3.0,
13103,ROK DA HOUSE,3.0,
13104,PUMPKIN SHOP,3.0,
13105,Fumiya Tanaka,3.0,
13106,Taicho,3.0,
13107,すみか,3.0,
13108,2shin KARATEs,3.0,
13109,聞く？」,3.0,
13110,ROUGH,3.0,
13111,サクラメリーメン,3.0,
13112,ボウタリ・コツタリ,3.0,
13113,ハッピータブラボンゴ会社,3.0,
13114,Marmalade Butcher,3.0,
13115,Second Rock,3.0,
13116,赤塚卓海,3.0,
13117,The Rouxtz,3.0,
13118,TEEN RUNNINGS,3.0,
13119,お髭のマツオカ,3.0,
13120,PONTIAC aka びんかん,3.0,
13121,GOMBO RHYTHM,3.0,
13122,loner rebel,3.0,
13123,30より行いますので,3.0,
13124,Lihappiness,3.0,
13125,若旦那,3.0,
13126,PHAKCHI CHIMPAMZEE,3.0,
13127,暗黙のストライカー,3.0,
13128,nene.,3.0,
13129,千井塔子&そのサポートセンター,3.0,
13130,Shuhari,3.0,
13131,米倉利紀,3.0,
13132,東木ヒトミ,3.0,
13133,ロシアの猫,3.0,
13134,ユウヤケコヤケ,3.0,
13135,Stay,3.0,
13136,脳,3.0,
13137,ADなぎさ,3.0,
13138,コイケタクミ,3.0,
13139,Changie,3.0,
13140,clip clip,3.0,
13141,dayaround,3.0,
13142,The Lily Stones,3.0,
13143,中溝彰太,3.0,
13144,cayu,3.0,
13145,オールアバウトスカパフォーマーズ,3.0,
13146,ZYUN.,3.0,
13147,テイゾウ,3.0,
13148,タツ,3.0,
13149,浅羽由紀,3.0,
13150,Revival Club,3.0,
13151,ギラギラバンド,3.0,
13152,nyaa'',3.0,
13153,TadpolE,3.0,
13154,TATSU,3.0,
13155,shellfish,3.0,
13156,田高健太郎,3.0,
13157,JaccaPoP,3.0,
13158,M.S.E,3.0,
13159,大喜利,3.0,
13160,山中さわお,3.0,
13161,たむらぱん,3.0,
13162,THE AMERICAN MOVIE,3.0,
13163,楠田亜衣奈,3.0,
13164,ナマズ,3.0,
13165,BASSUI,3.0,
13166,鷲宮55,3.0,
13167,三重人格ノ犬,3.0,
13168,Sugar,3.0,
13169,juralucca,3.0,
13170,SUPER SHANGHAI BAND,3.0,
13171,SUPERBLOOD,3.0,
13172,ドクターソウル,3.0,
13173,THE ESCARGOT,3.0,
13174,里実さと,3.0,
13175,ドラゴン・ベジタブル,3.0,
13176,"\2,500",3.0,
13177,Old Fashion,3.0,
13178,"CokeColor,DearSummer",3.0,
13179,涼葉,3.0,
13180,enie*meenie,3.0,
13181,The vespa,3.0,
13182,Los Royal Flames,3.0,
13183,FORM☆AGGIO,3.0,
13184,ベースボールガールズ,3.0,
13185,深瀬人寛,3.0,
13186,mementomori,3.0,
13187,CRIMZON AURORAis,3.0,
13188,イケフクロウタマフクロウ,3.0,
13189,Curve,3.0,
13190,Dryer,3.0,
13191,chou chou,3.0,
13192,BREAKFAST,3.0,
13193,FILTER,3.0,
13194,センチメンタル岡田とローラースケーターズ,3.0,
13195,7 eyes 40 days,3.0,
13196,ぱんどら楽団,3.0,
13197,血と雫,3.0,
13198,・A PAGE OF PUNK,3.0,
13199,中川謙太郎,3.0,
13200,The Perfect Sports,3.0,
13201,RUDE BONES,3.0,
13202,febtsuka,3.0,
13203,カラブギ,3.0,
13204,本文に「お名前・枚数」を記載して,3.0,
13205,ｄ－ｉＺｅ,3.0,
13206,N☆RNiR,3.0,
13207,POPCORN MONSTER,3.0,
13208,Grand Stand,3.0,
13209,Kiara,3.0,
13210,Spirytus,3.0,
13211,オカチサリ,3.0,
13212,飯島,3.0,
13213,THE BARIUM PILLZ,3.0,
13214,夏生まれ,3.0,
13215,RIng Ring Lonely Rollss,3.0,
13216,Astral Force,3.0,
13217,StepOutSmash,3.0,
13218,The Cavitys,3.0,
13219,Pretty Good Lookings,3.0,
13220,四谷亭こじま,3.0,
13221,幕間,3.0,
13222,琉球ホリックセッション,3.0,
13223,まくとら,3.0,
13224,SUNLITE,3.0,
13225,40w TEATER,3.0,
13226,タイムボイン,3.0,
13227,LAUGHIN' NOSE,3.0,
13228,VACE,3.0,
13229,Margarett Maggie,3.0,
13230,L.O.D,3.0,
13231,HAPPY BIRTHDAY,3.0,
13232,Babi,3.0,
13233,TRAVE,3.0,
13234,柳田久美子,3.0,
13235,木,3.0,
13236,Katteloxman,3.0,
13237,地獄の季節,3.0,
13238,おにんこ！,3.0,
13239,DJ急行,3.0,
13240,路地,3.0,
13241,Three Primary Colors,3.0,
13242,北川達也,3.0,
13243,M.G.T.,3.0,
13244,Da Vincis,3.0,
13245,Jamtett,3.0,
13246,Theモラトリアムスパゲッチーズ,3.0,
13247,古市コータロー,3.0,
13248,人妻肉包丁慶子,3.0,
13249,IDAHO RAINYS,3.0,
13250,CLOWN,3.0,
13251,植田真梨恵,3.0,
13252,井上維矢,3.0,
13253,スティング宮本,3.0,
13254,UFOキャッチャー岸部,3.0,
13255,φ12uuzli,3.0,
13256,Opening Guest,3.0,
13257,Shady Glimpse,3.0,
13258,鈴木花純,3.0,
13259,みたに,3.0,
13260,グリズリーパパ,3.0,
13261,KG,3.0,
13262,The Boohbars,3.0,
13263,フランポワ,3.0,
13264,ヒルノツキ,3.0,
13265,カイン,3.0,
13266,渡部プロデュース,3.0,
13267,・does it float,3.0,
13268,ULTIMATE 4TH,3.0,
13269,CARRE,3.0,
13270,林好,3.0,
13271,わらう惑星,3.0,
13272,0002,3.0,
13273,ネグレクトねじ式,3.0,
13274,すわマサル,3.0,
13275,お客様,3.0,
13276,うしろシティ,3.0,
13277,大宮レコーズ,3.0,
13278,The Ashtray,3.0,
13279,熊木杏里,3.0,
13280,jammed loony bin,3.0,
13281,松千,3.0,
13282,Pi-tan,3.0,
13283,MoMo,3.0,
13284,芸人サイファー倶楽部,3.0,
13285,カミナリグモ,3.0,
13286,長谷川俊幸,3.0,
13287,matsueri,3.0,
13288,SENGEN.,3.0,
13289,THE LOBSTERS,3.0,
13290,carinii,3.0,
13291,Oguri,3.0,
13292,From Dusk Till Dawn,3.0,
13293,Anne ditch Allan,3.0,
13294,Intra Net Group,3.0,
13295,MoJo,3.0,
13296,1drink charge \600 only!!,3.0,
13297,duddits,3.0,
13298,LUI◇FRONTiC◆松隈JAPAN,3.0,
13299,Devil Kitty,3.0,
13300,アグリオン,3.0,
13301,青山月見ル君想フをベースに,3.0,
13302,UNRUCH,3.0,
13303,BAPS JAPON,3.0,
13304,sawagi,3.0,
13305,The Answer,3.0,
13306,亀川晃,3.0,
13307,よはく,3.0,
13308,Big Mouth,3.0,
13309,ZOMBIE LOLITA,3.0,
13310,さおり,3.0,
13311,THE ASOBIGOKORO'S,3.0,
13312,ネポンしげる,3.0,
13313,TOO SHY,3.0,
13314,アッキー,3.0,
13315,YSP,3.0,
13316,チバ大三×モンジ,3.0,
13317,CLOSTRIDIUM,3.0,
13318,worst taste & SpecialMagic,3.0,
13319,池永正二,3.0,
13320,SPECIAL GUEST DJ,3.0,
13321,Kamei Shiho,3.0,
13322,さだまさし,3.0,
13323,MC CHU-B,3.0,
13324,Stereo Fabrication of Youth,3.0,
13325,タカハシ ヨシミ,3.0,
13326,30 st,3.0,
13327,RAYTRASH,3.0,
13328,Vaby-g,3.0,
13329,MOUSE ON THE KEYS,3.0,
13330,あまえん,3.0,
13331,NAO,3.0,
13332,浅倉玲音,3.0,
13333,鈴木 徹,3.0,
13334,廻る。,3.0,
13335,せせり,3.0,
13336,The Jokes,3.0,
13337,NENGU,3.0,
13338,DEATH DISCO,3.0,
13339,D.I.J United,3.0,
13340,瑠川リナ,3.0,
13341,RASTEIN,3.0,
13342,サカイクミ＆わだしん,3.0,
13343,共存,3.0,
13344,owllights,3.0,
13345,Atsushi,3.0,
13346,でこ,3.0,
13347,たかこ,3.0,
13348,れおん,3.0,
13349,flamingo,3.0,
13350,大貫憲章,3.0,
13351,或る書架,3.0,
13352,黄裕翔,3.0,
13353,BEANBAG,3.0,
13354,wearts,3.0,
13355,森山優理子,3.0,
13356,W.A.R.P.,3.0,
13357,トミー,3.0,
13358,Delicious Grapefruits Moon,3.0,
13359,ゆとり,3.0,
13360,JACOBS,3.0,
13361,369,3.0,
13362,ちくわ定食,3.0,
13363,People Jam,3.0,
13364,JAP,3.0,
13365,Shogen & Kanna,3.0,
13366,Happy Mari,3.0,
13367,クズ&ピース,3.0,
13368,Pascal,3.0,
13369,Uncolorful Color,3.0,
13370,一谷敏毅,3.0,
13371,シュール楽団,3.0,
13372,Badu Erykah,3.0,
13373,iMagic.,3.0,
13374,FREE SQUARE,3.0,
13375,PUSH,3.0,
13376,えうろぱ,3.0,
13377,LOGIC SYSTEM,3.0,
13378,ジミー益子,3.0,
13379,THE DADAZ,3.0,
13380,LINK13,3.0,
13381,平安寺ゆうすけ,3.0,
13382,兵頭佳菜衣,3.0,
13383,マリア観音,3.0,
13384,Several Jonas Coins,3.0,
13385,綿めぐみ,3.0,
13386,シシド・カフカ,3.0,
13387,ニーナシェルカ,3.0,
13388,the mardoroll,3.0,
13389,U&DESIGN,3.0,
13390,ラボラトリエ,3.0,
13391,倉地紘司,3.0,
13392,sunday morning bell,3.0,
13393,FEAR FROM THE HATE,3.0,
13394,P.IDL,3.0,
13395,オオノタカオ,3.0,
13396,OKADA,3.0,
13397,中島弘貴,3.0,
13398,THE DEATH,3.0,
13399,ART OF BLOOD DESIGN,3.0,
13400,山本正之,3.0,
13401,華子,3.0,
13402,OUTBREAK RIOT,3.0,
13403,DEAD HORSE PAINT,3.0,
13404,SOTO IKEMIYA,3.0,
13405,MILKY,3.0,
13406,Taurus Bonehead,3.0,
13407,沈黙の春,3.0,
13408,Lilliput,3.0,
13409,金ちゃんのお料理教室,3.0,
13410,奥野涼,3.0,
13411,※ERAの4Fフロア,3.0,
13412,小堀敏夫,3.0,
13413,甲斐よしひろ,3.0,
13414,酒井己詳,3.0,
13415,HELLO STRANGER,3.0,
13416,WOOHOO,3.0,
13417,Pinprick Punishment,3.0,
13418,小島ゆうすけ,3.0,
13419,The MeatBalls,3.0,
13420,Little Wing,3.0,
13421,米と茶碗,3.0,
13422,CASBAH,3.0,
13423,声音人 石田匠,3.0,
13424,30 S,3.0,
13425,Haru.Robinson,3.0,
13426,The Highways,3.0,
13427,taffy,3.0,
13428,後藤秀人BAND,3.0,
13429,ザ・クロマニヨンズ,3.0,
13430,溶けない名前,3.0,
13431,もりやなつき,3.0,
13432,緑黄色社会,3.0,
13433,武井直紀,3.0,
13434,trumple,3.0,
13435,Inside Charmer,3.0,
13436,thepath,3.0,
13437,えのもとみゆき,3.0,
13438,スーパー猛毒ちんどん,3.0,
13439,稲荷 直史,3.0,
13440,Watch Your Step,3.0,
13441,Revolt of Roger,3.0,
13442,て・ちゃるみん,3.0,
13443,打楽器,3.0,
13444,Little Fats & Swingin' Hot Shot Party,3.0,
13445,バッファロー吾郎A,3.0,
13446,aoub,3.0,
13447,THE BEAT GENERATION,3.0,
13448,KAGE稲荷,3.0,
13449,小川美潮,3.0,
13450,のろし,3.0,
13451,Lily Butterfly,3.0,
13452,Humming Bird,3.0,
13453,俵田教授,3.0,
13454,Change Energy's,3.0,
13455,99Radio Service,3.0,
13456,のり,3.0,
13457,HELSINKI ON THE BEACH,3.0,
13458,Lamp,3.0,
13459,SAYA,3.0,
13460,バケツわかめ,3.0,
13461,■概要■,3.0,
13462,夕聖,3.0,
13463,lego big morl,3.0,
13464,ダヴん,3.0,
13465,DISK GARAGE 0500888,3.0,
13466,BAD PARADICE,3.0,
13467,晴れたらサスペンダーズ,3.0,
13468,音楽と女の子,3.0,
13469,杉並アウトサイダーズ,3.0,
13470,No Reason,3.0,
13471,H2T,3.0,
13472,Camel Chair,3.0,
13473,notes from underground,3.0,
13474,THE RODS,3.0,
13475,高宮メイ,3.0,
13476,Ken South Rock,3.0,
13477,myベストテープ,3.0,
13478,SILENCE KILLS THE REVOLUTION,3.0,
13479,ZODIAQUE,3.0,
13480,Carnivorous Party,3.0,
13481,DJコータロー,3.0,
13482,go!go!vanilas,3.0,
13483,Pink-HOUSE,3.0,
13484,アカノブルー,3.0,
13485,マイア・バルー,3.0,
13486,鶴田奈々,3.0,
13487,オオルタイチ＋ウタモ,3.0,
13488,FIRST OF ALL,3.0,
13489,ABRAHAM CROSS,3.0,
13490,東京ダミーズ,3.0,
13491,THANK YOU SOLD OUT,3.0,
13492,THEサラダ三昧,3.0,
13493,MEN★PLA,3.0,
13494,10月1日〜3日 かどのえつこ祭り開催！,3.0,
13495,twinkle,3.0,
13496,SOUND YOUTH 2015,3.0,
13497,ANIS,3.0,
13498,WARHEAD,3.0,
13499,GiGi,3.0,
13500,ドレッドノート,3.0,
13501,IDORA,3.0,
13502,VOICELAND,3.0,
13503,猫娘,3.0,
13504,VMO,3.0,
13505,The JaP,3.0,
13506,ユレルultra-structure,3.0,
13507,ひらまみきお,3.0,
13508,石田洋介,3.0,
13509,Legendary timid person,3.0,
13510,ti-ti.uu,3.0,
13511,真柴あずき 他,3.0,
13512,ドラムチューナー,3.0,
13513,ハイホーの会,3.0,
13514,KOGA,3.0,
13515,DEEP GIRL,3.0,
13516,是非皆様の挑戦や適当な参加をお待ちしてます！！,3.0,
13517,結奈,3.0,
13518,平和,3.0,
13519,鬼畜ゲトリスト,3.0,
13520,TRE,3.0,
13521,Full moon of the night,3.0,
13522,The Bluestars,3.0,
13523,ROCK'A'TRENCH,3.0,
13524,片平里菜,3.0,
13525,なつき,3.0,
13526,the submariners,3.0,
13527,アルケミスト,3.0,
13528,ブッダガヤ,3.0,
13529,pastel color market,3.0,
13530,テクノコスモス,3.0,
13531,Hurly Burly,3.0,
13532,凛,3.0,
13533,SHE TALKS SILENCE,3.0,
13534,演目,3.0,
13535,さユり,3.0,
13536,岸谷 香,3.0,
13537,SelfishJean,3.0,
13538,MADLICK,3.0,
13539,屍Lightning,3.0,
13540,Dr.KANNA,3.0,
13541,本夛マキ,3.0,
13542,Lokke',3.0,
13543,BLaive,3.0,
13544,Che-a,3.0,
13545,The Mejikara station,3.0,
13546,山元きつね,3.0,
13547,Seagull Screaming Kiss Her Kiss Her,3.0,
13548,※1,3.0,
13549,gnkosaiBAND,3.0,
13550,K As One,3.0,
13551,adv.\1500-,3.0,
13552,STRANGE ROBOT,3.0,
13553,NO.8,3.0,
13554,BLACKBORDERS,3.0,
13555,3ound's†,3.0,
13556,p,3.0,
13557,Devon Recks,3.0,
13558,Naught fruits,3.0,
13559,OHAYOUS,3.0,
13560,論理鼠,3.0,
13561,北村安都子,3.0,
13562,秋田スリム,3.0,
13563,RUMBLE LACQUER,3.0,
13564,松並哲也,3.0,
13565,the Adres,3.0,
13566,SUBURBIA WORKS,3.0,
13567,SHACHI,3.0,
13568,エリアンナ,3.0,
13569,HAVE A NICE DAY!,3.0,
13570,さとうもとき,3.0,
13571,Mrs.Bianca,3.0,
13572,小浦和樹,3.0,
13573,中嶋佑樹,3.0,
13574,磯部正文BAND,3.0,
13575,ミタメカマキリ,3.0,
13576,"your gold, my pink",3.0,
13577,well-known companion,3.0,
13578,The answer,3.0,
13579,Ditty Bopper,3.0,
13580,mOt,3.0,
13581,The Daddy Long Legs,3.0,
13582,Sount Life,3.0,
13583,坊主バンド,3.0,
13584,中国釣具店,3.0,
13585,ぶれる,3.0,
13586,Ichi-Go,3.0,
13587,and Young...,3.0,
13588,大工哲弘,3.0,
13589,THE MICETEETH,3.0,
13590,Summer Winter Generation,3.0,
13591,Rotten apple showcase,3.0,
13592,ひなたなほこ,3.0,
13593,コモリキヨタカ,3.0,
13594,GONDA,3.0,
13595,Oriental Overland,3.0,
13596,各日の整理番号はランダムにお配り致しますので,3.0,
13597,シーナ＆ロケッツ,3.0,
13598,繰彩,3.0,
13599,岩瀬ガッツ,3.0,
13600,adv.\1500 door\2000-,3.0,
13601,ねがいごと,3.0,
13602,BAISE-MOI,3.0,
13603,"H"" of Light",3.0,
13604,LIGHT BRINGER,3.0,
13605,HANAYO,3.0,
13606,Can'no,3.0,
13607,salt of life,3.0,
13608,※ワンマンライブ,3.0,
13609,The Bugzy,3.0,
13610,Mich Gerber,3.0,
13611,The Novelestilo,3.0,
13612,ビビアンズ,3.0,
13613,中原仁,3.0,
13614,Asimov,3.0,
13615,田中悠美子,3.0,
13616,MineProduce,3.0,
13617,ドラ☆美保,3.0,
13618,ボノD,3.0,
13619,宇田川ガリバー哲男,3.0,
13620,Cheap Cheese,3.0,
13621,IROHA,3.0,
13622,BEATNIXS,3.0,
13623,ヨザクラスピカ,3.0,
13624,選考会を勝ち抜いた,3.0,
13625,MILA,3.0,
13626,東京梁山泊,3.0,
13627,...the Sands,3.0,
13628,Pant a Voice,3.0,
13629,ドレスコーズ,3.0,
13630,ilm,3.0,
13631,シオリ,3.0,
13632,DJ CHARMY PETHOTEL,3.0,
13633,バブルついんず!,3.0,
13634,*LIVE,3.0,
13635,植松卓也,3.0,
13636,アスカとタケシ,3.0,
13637,lazybone.,3.0,
13638,GIRLFRIEND,3.0,
13639,碧,3.0,
13640,YUKI,3.0,
13641,土岐千尋,3.0,
13642,Yucca,3.0,
13643,Alex Arndt,3.0,
13644,たこボーBAND,3.0,
13645,UNDEAD DAREDEVIL,3.0,
13646,ケシカケ,3.0,
13647,為近あんな,3.0,
13648,7!!,3.0,
13649,DJ;夜音覇血脳,3.0,
13650,REDNECKS,3.0,
13651,Rain to Gain,3.0,
13652,CHROVIO,3.0,
13653,MASTER-ACE,3.0,
13654,The Depth,3.0,
13655,ダブルオーテレサ,3.0,
13656,my name is blue,3.0,
13657,HighTunes,3.0,
13658,MAHORAGA,3.0,
13659,MODERN DOLLZ,3.0,
13660,百瀬巡,3.0,
13661,COUNTERBLAST,3.0,
13662,佐咲紗花,3.0,
13663,JECT,3.0,
13664,クレイマンクレイマン,3.0,
13665,RYO SATO,3.0,
13666,乙女国家,3.0,
13667,らんぶりんたあとる,3.0,
13668,Knock,3.0,
13669,Alter Plane,3.0,
13670,REDSUN,3.0,
13671,Arisa Safu,3.0,
13672,鎮座DOPENESS,3.0,
13673,中村義人,3.0,
13674,野本健太郎,3.0,
13675,Glowlamp,3.0,
13676,VENDETTA,3.0,
13677,BabyDollSymphony,3.0,
13678,FLAWLESS,3.0,
13679,The Ska Flames,3.0,
13680,ベティ,3.0,
13681,真摯,3.0,
13682,マカロニボニー,3.0,
13683,WA-Side,3.0,
13684,The Jinns,3.0,
13685,空リウム。,3.0,
13686,笹子重治,3.0,
13687,IIDA TETSUJI aka DJ邪悪,3.0,
13688,local train,3.0,
13689,案山子,3.0,
13690,病気くん,3.0,
13691,pokepokepocket,3.0,
13692,Da-iCE,3.0,
13693,Burbary girl,3.0,
13694,３分かくれんぼ,3.0,
13695,希美まゆ,3.0,
13696,椿鬼奴,3.0,
13697,広沢麻衣,3.0,
13698,Ratchild,3.0,
13699,幹事,3.0,
13700,PIKE SHIELD,3.0,
13701,formoment,3.0,
13702,渡辺秀平 in a Wonderful World,3.0,
13703,FUTURiSTiC,3.0,
13704,JUN 153cm,3.0,
13705,1月1日～1月3日は正月休業とさせて頂きます。,3.0,
13706,LOW IQ 01 & THE RHYTHM MAKERS,3.0,
13707,田中優,3.0,
13708,bond,3.0,
13709,Swinging Popsicle,3.0,
13710,battle60x60,3.0,
13711,Aftertalk,3.0,
13712,BAAL,3.0,
13713,ヘイヘイマーマ,3.0,
13714,LOW IQ 01,3.0,
13715,よしのや光,3.0,
13716,ORDINARY PURPOSE PLUG AND INVITATION,3.0,
13717,BACK TO BASICS,3.0,
13718,DearDadA,3.0,
13719,Small Circle of Friends,3.0,
13720,ひとりドカンズ,3.0,
13721,川野輪裕介,3.0,
13722,蓮理,3.0,
13723,お腹HELL,3.0,
13724,Iwaha rock,3.0,
13725,PeacetoPieces,3.0,
13726,手ノ内嫁蔵,3.0,
13727,みみめめMIMI,3.0,
13728,Daimon,3.0,
13729,Halo,3.0,
13730,山口進,3.0,
13731,キウイとパパイヤ,3.0,
13732,vo,3.0,
13733,BEANSPROUTS,3.0,
13734,No.528,3.0,
13735,op art,3.0,
13736,天国,3.0,
13737,WARMACHINE,3.0,
13738,メテオール,3.0,
13739,NIGORI INK,3.0,
13740,二千花,3.0,
13741,caramel7star,3.0,
13742,あさきゆめみし,3.0,
13743,伊藤大助,3.0,
13744,松山晃太,3.0,
13745,APRICOT,3.0,
13746,SKAFF-LINKS,3.0,
13747,青木孝裕,3.0,
13748,d-girls,3.0,
13749,jota,3.0,
13750,JOY,3.0,
13751,森ちひろ,3.0,
13752,ウマカラス,3.0,
13753,The★想い出,3.0,
13754,New Action!,3.0,
13755,Fold music,3.0,
13756,madmantails,3.0,
13757,Simon Yong Band,3.0,
13758,津久井優太,3.0,
13759,DJ HIKARU,3.0,
13760,音沙汰,3.0,
13761,NIKKE GROUP,3.0,
13762,BLUE III,3.0,
13763,NanoCryde,3.0,
13764,KLAxonMELODY,3.0,
13765,CLUB No.6,3.0,
13766,Juki,3.0,
13767,藤川翔一,3.0,
13768,南壽あさ子,3.0,
13769,used knowledge,3.0,
13770,MUCH-YO,3.0,
13771,サイケ奉行,3.0,
13772,Brave Back,3.0,
13773,DIC,3.0,
13774,39 degrees,3.0,
13775,julia,3.0,
13776,Re-trick,3.0,
13777,oiR,3.0,
13778,夜を歩く,3.0,
13779,ムーニーマンバンド,3.0,
13780,THE DIDITITS,3.0,
13781,れいちぇる,3.0,
13782,古川晴樹とニシナユキ,3.0,
13783,鎌田ノク,3.0,
13784,December Boys,3.0,
13785,田村JIN,3.0,
13786,LAPiS LiGHT,3.0,
13787,空気公団,3.0,
13788,ぐるたみん,3.0,
13789,THE酸性ZOMBIE,3.0,
13790,メルシーおじさん,3.0,
13791,七色キッド,3.0,
13792,automatic wing project,3.0,
13793,・,3.0,
13794,モリー・マングース,3.0,
13795,aoni,3.0,
13796,blikstrings,3.0,
13797,hydrant house purport rife on sleepy,3.0,
13798,SLOW WOLVES CLUB,3.0,
13799,ハタシンキチ,3.0,
13800,U sus U,3.0,
13801,福永実咲BAND,3.0,
13802,FUKUYOKA,3.0,
13803,BAZOOKA JOE,3.0,
13804,Moccobond,3.0,
13805,POROROCKS,3.0,
13806,emerald elements,3.0,
13807,じゃみじゃみ,3.0,
13808,既視感,3.0,
13809,高木誠司,3.0,
13810,go!go! vanillas,3.0,
13811,HIROSHI,3.0,
13812,CHECKER FLAG FROGS,3.0,
13813,9th Land,3.0,
13814,the THIRD BIRTHDAY,3.0,
13815,Noroi Garcia,3.0,
13816,卯月沙羅,3.0,
13817,浮島,3.0,
13818,菅原龍平,3.0,
13819,新垣隆,3.0,
13820,humanexperience,3.0,
13821,ケチャッパーズ,3.0,
13822,Tyiro le graphco,3.0,
13823,ご理解の程何卒よろしくお願いいたします。,3.0,
13824,RANKIN TAXI,3.0,
13825,マリモキウチ,3.0,
13826,FILMREEL,3.0,
13827,the nonnon,3.0,
13828,天然色ボーイズ,3.0,
13829,メンバーモトム,3.0,
13830,Mixふぃーゆ。,3.0,
13831,メイとトリオ,3.0,
13832,MC COTA,3.0,
13833,MAPLE NOBEL ENSEMBLE,3.0,
13834,BACKWOODSMANS,3.0,
13835,only he knows,3.0,
13836,前座,3.0,
13837,アニーポンプ,3.0,
13838,KiLLKiLLS,3.0,
13839,ヒサシthe KID,3.0,
13840,工藤成永,3.0,
13841,皆川 岳,3.0,
13842,Minato,3.0,
13843,転換,3.0,
13844,石垣 渉,3.0,
13845,渡辺美里,3.0,
13846,HIDE BOUND,3.0,
13847,rocos,3.0,
13848,ポリネシアンビーム,3.0,
13849,フレグマ,3.0,
13850,メアリィ,3.0,
13851,ゆだち,3.0,
13852,Angers,3.0,
13853,末廣 竜之助,3.0,
13854,past,3.0,
13855,弾丸 NO LIMIT,3.0,
13856,NO HITTER,3.0,
13857,Cheese young,3.0,
13858,MASASHI,3.0,
13859,herber,3.0,
13860,draw,3.0,
13861,Pinafa,3.0,
13862,schlafsack,3.0,
13863,WARP HOLL,3.0,
13864,The Skeletons,3.0,
13865,村上大輔,3.0,
13866,ELICA,3.0,
13867,Hato,3.0,
13868,00 adv.\1000,3.0,
13869,MICO,3.0,
13870,DJ Roo a.k.a Oshida,3.0,
13871,赫,3.0,
13872,萬,3.0,
13873,79375,3.0,
13874,metro polica,3.0,
13875,平祐,3.0,
13876,Phew,3.0,
13877,Qurage,3.0,
13878,セノオGEE,3.0,
13879,ロンリー,3.0,
13880,RALI,3.0,
13881,なつみかん,3.0,
13882,pupunta,3.0,
13883,物語,3.0,
13884,JUKEBOX DJs,3.0,
13885,Rooster Call,3.0,
13886,OPEN15,3.0,
13887,角煮包子,3.0,
13888,桃乃木このは,3.0,
13889,かず,3.0,
13890,カワタリョウスケ・シラハタタツヤ,3.0,
13891,TWO BLOCK,3.0,
13892,Shing02,3.0,
13893,Kin♡Gin♡Pearls,3.0,
13894,HASH BALL,3.0,
13895,フレンチブルドック,3.0,
13896,∞処女,3.0,
13897,4Leaf-Clover,3.0,
13898,オルフェウス,3.0,
13899,極東最後尾,3.0,
13900,karti,3.0,
13901,TURBINES DRIVE,3.0,
13902,真昼,3.0,
13903,tomad,3.0,
13904,Lucky Tapes,3.0,
13905,BLUE BOYS CLUB,3.0,
13906,RAT'S,3.0,
13907,深海パズル,3.0,
13908,GARNiDELiA,3.0,
13909,SUN TOWN'S WEED,3.0,
13910,錯乱坊主,3.0,
13911,NOIZZ,3.0,
13912,Submerse,3.0,
